category,sub_category,crimeaditionalinfo,processed_text
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,chinese loan app recovery agents form cash cow appliaction has harassed to me and my contact he has abused to almost all my relatives for money and calling to all my contact regular for money please help me,chines loan app recoveri agent form cash cow appliact harass contact abus almost rel money call contact regular money pleas help
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I have taken loan from loan loan app to covid  situations i am unable to pay repayment because list my jobi had applied but he reject my moradoriam and now they are continousily  harasing me on social media platfrom and they backed my contacts and calling my relative without my pemission and they my damaged my social repotation and they are continoutly thrathing me,taken loan loan loan app covid situat unabl pay repay list jobi appli reject moradoriam continousili haras social media platfrom back contact call rel without pemiss damag social repot continoutli thrath
Hacking  Damage to computercomputer system etc,Email Hacking,addiroygmailcom,addiroygmailcom
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Plese  help mi loan apps se muje call our massege aa rahe hai maine konse bhi loan apps se loan nahe liye hai  but muje call our massege aa rahe hai loan ammount repayment karo maine konsa bhi loan nahe liya mera email bank account mobile phone photos aadhar card pan card contact list mera sab data hack huva hai plese help karo mire  meri sath pahele bhe aaisa huva tha meri account se paisa gaya tha  thauosand meri account se gaya hai mera paisa hack karke gaya hai meri sath datr  ko meri account se mera paisa gaya hai meti help karo,plese help mi loan app se muje call masseg aa rahe hai main kons bhi loan app se loan nahe liy hai muje call masseg aa rahe hai loan ammount repay karo main konsa bhi loan nahe liya mera email bank account mobil phone photo aadhar card pan card contact list mera sab data hack huva hai plese help karo mire meri sath pahel bhe aaisa huva tha meri account se paisa gaya tha thauosand meri account se gaya hai mera paisa hack kark gaya hai meri sath datr ko meri account se mera paisa gaya hai meti help karo
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,The collection agent was informed that payment delayed due to medical emergency and they blackmailed to call all my contacts and my office and inform them about my personal details With in  mins they have call my mother wife and my extended family and my office,collect agent inform payment delay due medic emerg blackmail call contact offic inform person detail min call mother wife extend famili offic
Hacking  Damage to computercomputer system etc,Email Hacking,"Rebelloroshangmailcom my main account was hacked at am on th Jan  while I was sleeping and when I woke up morning I got mails on my recovery email saying that my password for the main account has been changed and also recovery phone and fa authentication is been turned off and onned agian and when I woke up morning checked my phone I was logged out then I checked on my pc and even there my email was logged out and when I checked my email id also was changed to kfgeaosstramblerru and when I tried logging in it said that my password was changed  hours ago and also I have tried every possible way to recover although everything has been changed including phone number recovery email authenticator app device by the hacker
Kindly register my complaint and take the necessary actions",rebelloroshangmailcom main account hack th jan sleep woke morn got mail recoveri email say password main account chang also recoveri phone fa authent turn on agian woke morn check phone log check pc even email log check email id also chang kfgeaosstramblerru tri log said password chang hour ago also tri everi possibl way recov although everyth chang includ phone number recoveri email authent app devic hacker kindli regist complaint take necessari action
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,They are harrasing those people by stealing my contact list from the phoneThey are saying I am from loan company and Rupesh has taken a loan borrowed ithe is not able to repayso people are trying to cheat money from my contact list  people,harras peopl steal contact list phonethey say loan compani rupesh taken loan borrow ith abl repayso peopl tri cheat money contact list peopl
Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,"                         
                                                                 
                                            
                      
 
 ",
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I had taken loans from many online applications Their rate of interest is too high and loan tenure is seven days Firstly I did not know that they were all frauds but when I searched about them on youtube then I found that they are frauds They hacked all my contacts and storage date and they also have my documents such as PAN and Aadhar card Now they are continuously harassing me on whatsapp and calling my relatives without my permission and damaging my social reputation and continuously threatening me I am mentally disturbed due to this from the last one month,taken loan mani onlin applic rate interest high loan tenur seven day firstli know fraud search youtub found fraud hack contact storag date also document pan aadhar card continu harass whatsapp call rel without permiss damag social reput continu threaten mental disturb due last one month
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,When i was reporting a fraud incident on customer call sbi my phone was hacked and by dont know how they access all my details debited rs  from my account I have reported same incident to my bank,report fraud incid custom call sbi phone hack dont know access detail debit rs account report incid bank
Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,"I have taken loan from bus rupee app 
The due date is  Feb 
But the this man is harrasing mi  day ago means  Feb 
He is hacked my contact list and adhar card and pan card 
He is using very bad words to me and my family 
He is messaging my contacts very badly",taken loan bu rupe app due date feb man harras mi day ago mean feb hack contact list adhar card pan card use bad word famili messag contact badli
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Pls sir meri madat karo  mai kuch loan app se loan lene ke vajah se phasa hu muze isaka bilkul andaja nahi tha o log muze aur mere pariwarko aur mere ristedar ko buri tarhse pareshan kar rahe hai unhone mere mobail se contact list auo gallari hack kiyi haiaur uska gLat istmal kar rahe hai un apps ka nam gold mail cash machine apana paysa cash hole mument loan etc krupa karke sir jald se jald karvai kijiye aur muz garib ki madat kijiy,pl sir meri madat karo mai kuch loan app se loan lene ke vajah se phasa hu muze isaka bilkul andaja nahi tha log muze aur mere pariwarko aur mere ristedar ko buri tarhs pareshan kar rahe hai unhon mere mobail se contact list auo gallari hack kiyi haiaur uska glat istmal kar rahe hai un app ka nam gold mail cash machin apana paysa cash hole mument loan etc krupa kark sir jald se jald karvai kijiy aur muz garib ki madat kijiy
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,i have taken a loan from handy loan and and this loan app now not in play store for that i can not repay the loan but the peraon form this loan they haras me and abus me and call contact no and aduse them using very bad word plz help,taken loan handi loan loan app play store repay loan peraon form loan hara abu call contact adus use bad word plz help
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,He is harassmenting to me please solve my problem and he is abused to me and my family sir please solve  aur ye log roz alag alag phone se call karte h aur meri contact list bhi inke pass h aur ristedaaro ko bhi pareshan kr rhe h,harass pleas solv problem abus famili sir pleas solv aur ye log roz alag alag phone se call kart h aur meri contact list bhi ink pass h aur ristedaaro ko bhi pareshan kr rhe h
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"My name is Anubhav Sukhija an Advocate practising at District  Sessions Court Sector  Faridabad residing at G Sector  DLF Faridabad I had hired a CA name Ms Jyotika Thukral a CA by profession and office address Scf Basement Sector  Huda market for some accounts related work and paid her Rs  cash and Through Credit card Rs   Rs  date  January    September  and several other Paytm transactions
As a professional I believed and entrusted her with the original case files contains Invoices of  companies later she made some mistakes in her work due to which I had stopped taking her service in the said matter and asked to return my case files which she had denied and started demanding unreasonable amount of money to return back my own account files 
She had been holding the records and case files illegally deceived us and cheated us by filing wrong GST returns due to which our GST number had been cancelled Moreover she had changed the registration details of my  GST accounts and hacked my GST account by putting her own email id and contact number which is again a violation and breach of trust For hacking and holding our GST account illegally we are filing this cyber complaint",name anubhav sukhija advoc practis district session court sector faridabad resid g sector dlf faridabad hire ca name ms jyotika thukral ca profess offic address scf basement sector huda market account relat work paid rs cash credit card rs rs date januari septemb sever paytm transact profession believ entrust origin case file contain invoic compani later made mistak work due stop take servic said matter ask return case file deni start demand unreason amount money return back account file hold record case file illeg deceiv us cheat us file wrong gst return due gst number cancel moreov chang registr detail gst account hack gst account put email id contact number violat breach trust hack hold gst account illeg file cyber complaint
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Sir help me mene loan app se loan liya tha or wo ab muje bhut parysaan kar rhay hai mera saara data heck kar liya or ab mere restydaaro ko call kar ke gaali de rhaye hai muje bhi jab ki mene unhe bola ki meri tbyat thik ho jaane do me de duga,sir help mene loan app se loan liya tha wo ab muje bhut parysaan kar rhay hai mera saara data heck kar liya ab mere restydaaro ko call kar ke gaali de rhay hai muje bhi jab ki mene unh bola ki meri tbyat thik ho jaan de duga
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach," Hacker contact no 
My all call forwarding these no and i will changed  off so not change this problem so i will complain cyber crime 
I m cheked this no Truecaller so many results just like hacker no ets 
So please i will request help me ",hacker contact call forward chang chang problem complain cyber crime cheke truecal mani result like hacker et pleas request help
Hacking  Damage to computercomputer system etc,Email Hacking,every day in the evening i used to recieve otps continuously of all my accounts like amazon snaodeal myntra etc linked with the mobile number and its makes me panic every time its starts fearing me whether my account is being traced or other thinga,everi day even use reciev otp continu account like amazon snaodeal myntra etc link mobil number make panic everi time start fear whether account trace thinga
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I hade taken loan from loan apps in COVID situationbut sum problem am I ably not to pay repayment that reason loan recovery agent calling my contact and my friends family relatives  speaking to unwantend words and my social  damaged,hade taken loan loan app covid situationbut sum problem abli pay repay reason loan recoveri agent call contact friend famili rel speak unwantend word social damag
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"I had take loan in emergency I fully
Repayment loan amount and intrest
But they did not update it in app
Now harassing me and my relatives 
And abusing me and my relatives
And miss use my photo and pan card and aadhar card",take loan emerg fulli repay loan amount intrest updat app harass rel abus rel miss use photo pan card aadhar card
Hacking  Damage to computercomputer system etc,Tampering with computer source documents,"namaste please help me sir All my important files got encrypted with vfgj extension  with an online key and the hacker left a file named readmetxt in which
ATTENTION

Dont worry you can return all your files

All your files like pictures databases documents and other important are encrypted with strongest encryption and unique key

The only method of recovering files is to purchase decrypt tool and unique key for you

This software will decrypt all your encrypted files

What guarantees you have

You can send one of your encrypted file from your PC and we decrypt it for free

But we can decrypt only  file for free File must not contain valuable information

You can get and look video overview decrypt tool

hxxpswetltEtGdBxT

Price of private key and decrypt software is  dollar

Discount  available if you contact us first  hours thats price for you is 

Please note that you will never restore your data without payment

Check your email Spam or Junk folder if you dont get answer more than  hours

To get this software you need write on our email

helpteammailch

Reserve email address to contact us

helpmanagerairmailcc

Your personal ID XXxxXXXxXXXxXXXxxXxXxXXxxXXXxpy
and i remove the ransomware but my files are not fixing up please help as soon as possible thank you",namast pleas help sir import file got encrypt vfgj extens onlin key hacker left file name readmetxt attent dont worri return file file like pictur databas document import encrypt strongest encrypt uniqu key method recov file purchas decrypt tool uniqu key softwar decrypt encrypt file guarante send one encrypt file pc decrypt free decrypt file free file must contain valuabl inform get look video overview decrypt tool hxxpswetltetgdbxt price privat key decrypt softwar dollar discount avail contact us first hour that price pleas note never restor data without payment check email spam junk folder dont get answer hour get softwar need write email helpteammailch reserv email address contact us helpmanagerairmailcc person id xxxxxxxxxxxxxxxxxxxxxxxxxxxxxpi remov ransomwar file fix pleas help soon possibl thank
Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,Previously also reported hacking of my wifi router with acknowledgement no   Again it happened so reporting it even though I know nothing will happen  Cyber hacking is happening again and again with my broadband   So just reporting it as jio doesnt help anything regarding these type of matter,previous also report hack wifi router acknowledg happen report even though know noth happen cyber hack happen broadband report jio doesnt help anyth regard type matter
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,location ghjklkjhv    jhkkhj  k jkkmwck dck wekjc kc iwekjckeq cikqeiwkqi i iwk diujkqeikjfdo jshdshjhdsjhajshdjhsdjhdsjhadjahjdhjasdjshdjsdhcd d djschdscjdshcjds  dchs dj dh jdsh sdj sdhdsdhJ HJD hj dshJ DHJD SHJ djhS HJDJd hjsd hjd sh djd shhjdshJ DHJ dhj HJDS DHHJ shjj sahj jh sachjac ashjc J CHjc ashj CHSDCHJC dhjc HJC Hj chjC HJ cjh cjHA CHJ chjA CJa cjHC ajc ajsc aj cqha,locat ghjklkjhv jhkkhj k jkkmwck dck wekjc kc iwekjckeq cikqeiwkqi iwk diujkqeikjfdo jshdshjhdsjhajshdjhsdjhdsjhadjahjdhjasdjshdjsdhcd djschdscjdshcjd dch dj dh jdsh sdj sdhdsdhj hjd hj dshj dhjd shj djh hjdjd hjsd hjd sh djd shhjdshj dhj dhj hjd dhhj shjj sahj jh sachjac ashjc j chjc ashj chsdchjc dhjc hjc hj chjc hj cjh cjha chj chja cja cjhc ajc ajsc aj cqha
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"I was watching videos on youtube one advertise suddenly popped up on youtube The advertise was about an loan app named early creditthat was an instant loan application i needed money i thought that was genuine application as it was on google play store i downloaded that app i filled all my details to avail loan I clicked aadhar card and pan card as is was needed in application I took loan of  rs i needed it for college expenses I got  in my account but after  days i got voice message from unknown number kya kar rha maze karre kya chal payment kar jaldi I told him Im paying but he started abusing me He sent me my personal data like aadhar card and pan card picture and also my contact list to me and he said he will create a group of my contacts and will say Im a rapist and fraud and etche used very bad language that i couldnt slept that night other day i got message from another number he was also threatning me abused me with bad languageThey are leaking my private data like aadhar card and pan card and my contact list also i started to getting message on whatsapp like you took gold loan repay that loan download this app from this link and when i ask i didnt took any loan these numbers are of innocent people they said they dont know who sent that message they said their phone got hacked
Please take needfull action on themthey abused many people like me i believe in police Thank you",watch video youtub one advertis suddenli pop youtub advertis loan app name earli creditthat instant loan applic need money thought genuin applic googl play store download app fill detail avail loan click aadhar card pan card need applic took loan rs need colleg expens got account day got voic messag unknown number kya kar rha maze karr kya chal payment kar jaldi told im pay start abus sent person data like aadhar card pan card pictur also contact list said creat group contact say im rapist fraud etch use bad languag couldnt slept night day got messag anoth number also threatn abus bad languagethey leak privat data like aadhar card pan card contact list also start get messag whatsapp like took gold loan repay loan download app link ask didnt took loan number innoc peopl said dont know sent messag said phone got hack pleas take needful action themthey abus mani peopl like believ polic thank
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"      WhatsApp no      Hack           International Numbers    Online Fraud  message    
Complaint     messages  Screenshots   ",whatsapp hack intern number onlin fraud messag complaint messag screenshot
Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,"DEAR SIR MADAM MAINE APNE MOBILE SE FEB KO MOBILE APLLICATION AG LOAN SE LOAN KE LIYE APPLY KIYA THA JISME MAINE APNI SARI DETAILS JAISE AADHAR CARD PAN CARD BANK ACCOUNT NUMBER AUR MOBILE NUMBER SHARE KIYA THA PAR MUJHE LOAN NAHI MILA AUR NA HI MERE ACCOUNT ME KOI PAESE CREDIT HUA AB FEB SE MUJHE CALLS AUR WHATTAPP SE CALL AA RAHA HAI AUR MUJHE PAYMENT BHARNE KE LIYE DHAMKAYA JA RAHA HAI AUR JO MERE CONTACT ME NUMBER SAVE THE UNPE BHI WHATTSAPP KARKE PAYMENT BHARNE KE LIYE BOL RAHA HAI AAPSE ANUROSH HAI KI MERI SAMASYA KA SAMADHAN KIYA JAAYE MAI APKO WO NIMBER SHARE KAR RAHA HOON JISSE MUJHE DHAMKI AUR WHATTAPP AA RAHA HAI
MOB NO 
MOB NO 
MOB NO 
MOB NO 
MOB NO 
MOB NO 
MOB NO 
Y SARE NUMBER HAI JISSE MERE UPER DHAMKI DI JAA RAHI HAI",dear sir madam main apn mobil se feb ko mobil apllic ag loan se loan ke liy appli kiya tha jism main apni sari detail jais aadhar card pan card bank account number aur mobil number share kiya tha par mujh loan nahi mila aur na hi mere account koi paes credit hua ab feb se mujh call aur whattapp se call aa raha hai aur mujh payment bharn ke liy dhamkaya ja raha hai aur jo mere contact number save unp bhi whattsapp kark payment bharn ke liy bol raha hai aaps anurosh hai ki meri samasya ka samadhan kiya jaay mai apko wo nimber share kar raha hoon jiss mujh dhamki aur whattapp aa raha hai mob mob mob mob mob mob mob sare number hai jiss mere uper dhamki di jaa rahi hai
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I need help I tried to reach to cyber cell but the no provided is not working they accessed my computer then they hacked in to email then imported my personal photos and files and importanted contacts and now they put multiple videos on YouTube and my channel got banned and now I am not able to change my password help me fast,need help tri reach cyber cell provid work access comput hack email import person photo file import contact put multipl video youtub channel got ban abl chang password help fast
Hacking  Damage to computercomputer system etc,Website DefacementHacking,AS ON  FEB  UNFORTUNATLEY CASH STAR APP WAS INSTALLED IN MOBILE AS THE AMOUNT CREDITED IN MY ACCOUNT  AS I AM REPAYING IT IT WAS FAILED TO UPPLOADBUT THEY ARE SENDING MISS MGS TO MY ALL CONTACT NUMBERS OF MY FAMILY AND FRIEND AND ME ALSO WITH VAROIUS NUMBERS SO PLEASE SOLVE THESE ISSUSEWITH REQUESTING,feb unfortunatley cash star app instal mobil amount credit account repay fail upploadbut send miss mg contact number famili friend also varoiu number pleas solv issusewith request
Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,"My father in law Mr Raj Kumar Thakur was working in AES Laboratories since  years someone has access his whatsapp  account through whatsapp web and sent some vulgar picture to his team leader for which he was fired n his phone was taken by the office
He does not know how to operate whatsapp web even laptop or propely to operte his phone
His career and dignity  destroyed due to this
Someone actively using his whatsapp account and accessing his personal data
I have also attached pictures of it
He can not join other company due to this
Kindly help in this issue as its very serious matter",father law mr raj kumar thakur work ae laboratori sinc year someon access whatsapp account whatsapp web sent vulgar pictur team leader fire n phone taken offic know oper whatsapp web even laptop prope opert phone career digniti destroy due someon activ use whatsapp account access person data also attach pictur join compani due kindli help issu seriou matter
Hacking  Damage to computercomputer system etc,Email Hacking,"i have received mail from my mail id first time when i received i have delete it and change the password but gain i have received it with in  days

i have also applied app password features for my yahoo mail id for outlook mail for my laptop use
but again I recived the same

pls look in to matter",receiv mail mail id first time receiv delet chang password gain receiv day also appli app password featur yahoo mail id outlook mail laptop use reciv pl look matter
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Sir mena cash guru app use kiya tha apni cibil report check krne k liye achank se unhone ne mera bank account m  bhejdiya mena customer service ko call kiya pr kisi n uthaya nahi aaj  din bad vo log mujhe harrash krre h bolre h  ka loan liya yha ab  pay kro aaj  bje tak varma tumare contacts ko galiya denga call krk please help,sir mena cash guru app use kiya tha apni cibil report check krne k liy achank se unhon ne mera bank account bhejdiya mena custom servic ko call kiya pr kisi n uthaya nahi aaj din bad vo log mujh harrash krre h bolr h ka loan liya yha ab pay kro aaj bje tak varma tumar contact ko galiya denga call krk pleas help
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Dear sir any unathorized person hached my flipkart account and perchase rs  digital  E gift vouchar on dated   pm link in my register no  with  and update accountthen purchase with digital e gift vouchar in mutiple of  ten thousand and one five thousand with the link no also purchase rs  another item in  am which i have cancelled to talk customer carei have already complain to flipkart customer care and lending bank IDFCThis gift vouchar send to Vishwas  vishwasvilasraodgmailcom which is not our email idps trace this two no  and,dear sir unathor person hach flipkart account perchas rs digit e gift vouchar date pm link regist updat accountthen purchas digit e gift vouchar mutipl ten thousand one five thousand link also purchas rs anoth item cancel talk custom carei alreadi complain flipkart custom care lend bank idfcthi gift vouchar send vishwa vishwasvilasraodgmailcom email idp trace two
Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,MISUSE OF PERSONAL DATA  BY ONLINE APPLICATIONS AND AUTO APPROVAL OF LOAN BY OTHER SAME APPS THEY ARE THREATNING ME AND MY PERSONS ON MY CONTACT LIST SIMULTANOUSLY SINCE LAST TEN DAYS I HAVE BEEN RECEIVING  INTERNATIONAL  CALLS AND LOCAL CALLS IN THIS MATTER,misus person data onlin applic auto approv loan app threatn person contact list simultan sinc last ten day receiv intern call local call matter
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I installed paymeindia application and had a loan amount for  but I failed to repay the amount on the given date Again they contacted me and informed me to repay the amount so I asked them about the details and procedure to repay the amount they told that they would let me know about the information regarding the payment details But I didnt receive any prior information from them regarding the details but directly they sent recovery message to myself and my phone contacts After which I received a message from Manish Yadav in WhatsApp from paymeindia agent regarding  the settlement of amount for  via paymeindia app for the closure of repayment amount So I immediately paid the amount  and sent the screenshot to him but now again I was harassed by paymeindia app as again I received a message for another payment of  for myself and my contacts they are trying to make this as an online scam and defamation against me Due to this issue they are making me suffer from this scandal and having a problematic situation for my job I kindly request you to resolve this issue as early as possible and take necessary action against this application,instal paymeindia applic loan amount fail repay amount given date contact inform repay amount ask detail procedur repay amount told would let know inform regard payment detail didnt receiv prior inform regard detail directli sent recoveri messag phone contact receiv messag manish yadav whatsapp paymeindia agent regard settlement amount via paymeindia app closur repay amount immedi paid amount sent screenshot harass paymeindia app receiv messag anoth payment contact tri make onlin scam defam due issu make suffer scandal problemat situat job kindli request resolv issu earli possibl take necessari action applic
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"Yesterday I received a message on linkdin from a unknown person stating he require my services I gave him my whatsapp number as it is comman practice and he sent me zip file saying it has all projects details 
I opened the zip file it had few images and one exe file with pdf logo I tried opening exe file it was nothing opened I was bit suspicious so checked it was extracting data in back end I immediately deleted all files and turned of my wifi and then scanned my laptop 
I closed my laptop thinking I just avoid a big cyber attack 

Later in night I opened my laptop again and checked my Facebook and gmail and saw all facebook account was hacked and even few Gmail ids were attempt to breach 
I changed password and tried recovering accounts and then reset my laptop
But I am not sure what all data has been lost and compromised",yesterday receiv messag linkdin unknown person state requir servic gave whatsapp number comman practic sent zip file say project detail open zip file imag one exe file pdf logo tri open exe file noth open bit suspici check extract data back end immedi delet file turn wifi scan laptop close laptop think avoid big cyber attack later night open laptop check facebook gmail saw facebook account hack even gmail id attempt breach chang password tri recov account reset laptop sure data lost compromis
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Sir main sirf ek Baar rich cash loan company se loan Liya tha his ka payment main kar Chuka hu par uske baad bhi ye log mujhe lagatar pareshan kar rahe hain or mere photos ko edit kar gande comments kar rahe hain or mere contect list par bhi whatts app group Bana kar gandi batain or gandi photos post kar rahe hain loan Lene ke liye main me apna adhar card or pen card submit Kiya tha ye log mere adhar or pen card se doosre loan apps se bhi loan le rahe hain or ab vo saare loan apps mujhe blackmail kar rahe hain is se pehle bhi mere dwara cyber crime main complaint Ki ja chuki Hai his tarha ye log mere adhar or pen card ka miss use kar rahe hain uska main koi jimmedar Nahi huaap please Meri madad Ki jiye,sir main sirf ek baar rich cash loan compani se loan liya tha ka payment main kar chuka hu par usk baad bhi ye log mujh lagatar pareshan kar rahe hain mere photo ko edit kar gand comment kar rahe hain mere contect list par bhi whatt app group bana kar gandi batain gandi photo post kar rahe hain loan lene ke liy main apna adhar card pen card submit kiya tha ye log mere adhar pen card se doosr loan app se bhi loan le rahe hain ab vo saar loan app mujh blackmail kar rahe hain se pehl bhi mere dwara cyber crime main complaint ki ja chuki hai tarha ye log mere adhar pen card ka miss use kar rahe hain uska main koi jimmedar nahi huaap pleas meri madad ki jiy
Hacking  Damage to computercomputer system etc,Website DefacementHacking,,nan
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"Respected
i dont know about incident but from last months i got the message what i have been share with you 
i dont know the lone apps name 
but they are asking me to pay a lone 
give me a threats to call my contect  with my photo
please help with this 
if my phone has been hacked then so many document and photo are there
help me",respect dont know incid last month got messag share dont know lone app name ask pay lone give threat call contect photo pleas help phone hack mani document photo help
Hacking  Damage to computercomputer system etc,Email Hacking,he hacked my facebook and changed my email adress and mobile number and i now i am unable to recover my account and he is usin my account to login in social places and abusing others he demanded money from me to to give my account back i send him money also but he again done a scam and didnt give my account to mekindly help me sirmam,hack facebook chang email adress mobil number unabl recov account usin account login social place abus other demand money give account back send money also done scam didnt give account mekindli help sirmam
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"maine app download kiya mujhe facebook pe bar bar add aarahi thi maine socha dekhta hu to maine apna pan card or adhar card upload kiya mujhe pata nahi tha ye fake app hai to mujhe  rs ka loan mila
 days period tha ab 
 days pure huye hai mujhe call aya or darane lage galiya dene lagedhamki dene lage
mai repayment karne ke liye tayar hu lekin o mujhe blackmail karne lage hai mai kya kru mujhe samj me nahi aarhaplease help me",main app download kiya mujh facebook pe bar bar add aarahi thi main socha dekhta hu main apna pan card adhar card upload kiya mujh pata nahi tha ye fake app hai mujh rs ka loan mila day period tha ab day pure huy hai mujh call aya daran lage galiya dene lagedhamki dene lage mai repay karn ke liy tayar hu lekin mujh blackmail karn lage hai mai kya kru mujh samj nahi aarhapleas help
Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,mobile  aap ke     h or   Contact     h     hu or wo mhujhe        h or wo         h,mobil aap ke h contact h hu wo mhujh h wo h
Hacking  Damage to computercomputer system etc,Email Hacking,"I am getting so many otp from different app Someone is trying to hack my email id

I am worried about thisKindly do the needful in stop getting this as someone is hacking my account

kindly secure my email id from any fraud one",get mani otp differ app someon tri hack email id worri thiskindli need stop get someon hack account kindli secur email id fraud one
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"I have received so many OTPs in a day and there were some accounts like telegram and daily share where my nois used
I have threat of debiting my rupees from my account so I have transferred all my rupees in my spouse account",receiv mani otp day account like telegram daili share noi use threat debit rupe account transfer rupe spous account
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,We received a call from  asking for an OTP for vaccination booster After which my whatsapp was hacked and texts were sent to my contacts asking for money as seen in the attached files We have reported the case in our nearest police station and have a report Please take immediate action,receiv call ask otp vaccin booster whatsapp hack text sent contact ask money seen attach file report case nearest polic station report pleas take immedi action
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,a device called GENERIC is hacking my data as  GB in every  minutes now you can imagine how much it is costing me  Even I switch off then it also steal my data I have his IP No and MAC address AFEBFBC  Please get him he is using too much data every hour He might be a terrorist Please take care my no is  Please trace him with his IP and Mac address,devic call gener hack data gb everi minut imagin much cost even switch also steal data ip mac address afebfbc pleas get use much data everi hour might terrorist pleas take care pleas trace ip mac address
Hacking  Damage to computercomputer system etc,Email Hacking,I received a notification on my phone stating that my google password was changed I tried to reset it but the recovery email and phone number was changed by the hacker so I could not reset it My Instagram account was also compromised but I managed to reset its password My Discord account was also hacked and was sending out messages to random people through my account I no longer have access to it I have been using this Google account to store all my photos and data so I need to get it back,receiv notif phone state googl password chang tri reset recoveri email phone number chang hacker could reset instagram account also compromis manag reset password discord account also hack send messag random peopl account longer access use googl account store photo data need get back
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,my contact list has been hacked by someone and call to my family members and friends and ask for money and send adult sms they recived msg from  and  i request you please check and solve my problam,contact list hack someon call famili member friend ask money send adult sm reciv msg request pleas check solv problam
Hacking  Damage to computercomputer system etc,Email Hacking,My EMAIL id is being misused by someone He or she has sent a mail to AICTE frome my email id for the cancellation of my Bsc Nursing seat under PMSSS I Ddo not want to drop my alotted Bsc Nursing seat in PMSSS I have secured my Email Id by  changing its password  now kindly look in to this matter as soon as possible,email id misus someon sent mail aict frome email id cancel bsc nurs seat pmsss ddo want drop alot bsc nurs seat pmsss secur email id chang password kindli look matter soon possibl
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,CASH ADVANCE  APP                WHATSAPP    CANTACT    MASSAGE,cash advanc app whatsapp cantact massag
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,MY CONTACT LIST HACK BY AG LOAN COMPANY ALSO SAY THAT WE ARE HACKED YOUR PHONE AND THREAD ME FOR UPLOADE THE PHOTO IN SOCIAL MEDIA AND AFTER EDITING THE PHOTOS CONTACT NO OF PERSON IS,contact list hack ag loan compani also say hack phone thread upload photo social media edit photo contact person
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Rupee loan harrsment and illigal repayment recovery my hack contact list and mobile photos identi documents ple help mi ye payment ke liye bahot harrasment karte hai sir contact list me cal karne ki damki dete hai our photos identit share karne ki bhi dhamki dete hai ye sab illigal AAP hai logoko bahot harrasment karti hai ye jo link bhejte hai o bhi froud hoti hai payment karne ke baad bhi bar bar paise mangte hai ki payment update nahi huva karke rupee loan rupee star easy loan cash loan ye sab un app ke nam hai jo suicide karne ke liye logako uksate hai une mentaly harras karte hai,rupe loan harrsment illig repay recoveri hack contact list mobil photo identi document ple help mi ye payment ke liy bahot harras kart hai sir contact list cal karn ki damki dete hai photo identit share karn ki bhi dhamki dete hai ye sab illig aap hai logoko bahot harras karti hai ye jo link bhejt hai bhi froud hoti hai payment karn ke baad bhi bar bar pais mangt hai ki payment updat nahi huva kark rupe loan rupe star easi loan cash loan ye sab un app ke nam hai jo suicid karn ke liy logako uksat hai une mentali harra kart hai
